bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
11,0,36,1,1,7.155770647142277,-401.0,4240282,0.49019607843137253,0.6932419423397524,0.7071067811865476,10,1,20,10,-1,20,0020-01-10,"ArgumentError(""Month: -1 out of range (1:12)"")"
13,2,35,1,1,17.15644789453218,-349.5,5903045,0.4895833333333333,0.7071067811865476,0.6923753899118277,1,1,-126,1,-1,-126,0126-01-01,"ArgumentError(""Month: -1 out of range (1:12)"")"
14,1,0,0,1,47.759107026052966,0.0,29998809,0.48953546389837904,0.6153846153846154,0.795495128834866,13,2,-130,13,3,-129,-0130-02-13,-0129-03-13
8,0,1,0,1,38.485709464266634,-60.0,23030138,0.4811252243246882,0.49497474683058323,0.972019739199674,10,3,-1,9,2,0,0001-03-10,0000-02-09
11,0,0,0,1,32.20754220655594,-143.0,16503601,0.47140452079103173,0.5983211225424633,0.787878787878788,22,1,-10,22,2,-9,0010-01-22,0009-02-22
10,1,0,0,1,35.0184810260495,-99.0,19649546,0.47140452079103173,0.7272727272727273,0.6481812160876687,1,5,-81,1,6,-82,0081-05-01,0082-06-01
10,0,0,0,1,64.44939622729494,0.0,29998809,0.47140452079103173,0.524863881081478,0.8981462390204987,14,2,29,14,3,30,0029-02-14,0030-03-14
14,1,0,0,1,92.21861274033978,0.0,29998809,0.47140452079103173,0.6153846153846154,0.7660323462854265,14,4,-143,14,5,-142,-0143-04-14,-0142-05-14
8,0,0,0,1,97.4905905164303,0.0,29998809,0.47140452079103173,0.6,0.7856742013183863,7,2,18,7,3,17,0018-02-07,0017-03-07
10,0,0,0,1,120.35800543764779,0.0,31074827,0.47140452079103173,0.524863881081478,0.8981462390204987,16,4,-8,16,3,-9,-0008-04-16,-0009-03-16
13,2,0,0,1,41.76754835404583,-12.0,26144730,0.45363235436327737,0.5555838995037159,0.816496580927726,9,5,-123,10,6,-124,0123-05-09,0124-06-10
9,0,0,0,1,58.45140238493904,0.0,29998809,0.45363235436327737,0.6,0.7560539239387957,10,3,16,9,2,15,0016-03-10,0015-02-09
