bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
13,6,10,1,1,6.663543401319926e-5,9.339369458886782e-5,0.713489645168636,-13089.0,-5544.0,1.0,4.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
12,4,6,1,1,6.230033511973925e-5,9.240395910780647e-5,0.6742171625682648,4.0,-14813.0,239.0,25.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
9,6,6,1,1,6.0581108702048246e-5,9.245282279245372e-5,0.6552651057290709,0.0,-15261.0,1.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
17,0,14,0,1,5.810186719736899e-5,0.0009950126441421428,0.05839309433847639,2000.0,21341.0,3939.0,5027.0,Severely obese,Underweight
15,4,6,1,1,5.804423740977088e-5,9.44058744994569e-5,0.6148371350567258,-12891.0,2697.0,2807.0,0.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
12,5,6,1,1,4.496349309051491e-5,0.0006371434527529608,0.07057043888034516,20491.0,1.0,3.0,-1739.0,Underweight,"DomainError(""Height or Weight cannot be negative."", """")"
10,5,6,1,1,4.159092126742001e-5,9.24528283396227e-5,0.4498609941346197,1.0,-22228.0,64.0,1.0,"DomainError(""Height or Weight cannot be negative."", """")",Underweight
12,6,10,1,1,4.153849285229076e-5,9.466748571132914e-5,0.43878310002818344,0.0,1166.0,4.0,-21641.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,5,10,1,1,4.131070449816649e-5,0.0006665575156096873,0.06197620389949453,-2777.0,0.0,0.0,22764.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
12,5,14,0,1,3.9600564463402865e-5,6.742237527285892e-5,0.5873504797649007,1.0,1.0,11213.0,21339.0,Severely obese,Underweight
16,4,10,1,1,3.792399763552344e-5,0.0009172776465440109,0.04134407698520521,9.0,56630.0,-3925.0,31961.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
