bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
44,121,43,1,1,0.24746199546401307,0.0,2198882,4.363856164250912e-28,9.317044051653686e-28,0.46837346051577045,2,1,606705011,-2208222103034825909886950287,65,11,5011-01-02,"InexactError(:Int64, Int64, -2208222103034825909886950287)"
102,133,1,2,1,0.34306510337999063,4.5,7424309,4.335719692515988e-28,7.152578858933161e-27,0.06061757273883002,-112440497,2409407,997773976131662835256999023,-66960768114369098998445781,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 997773976131662835256999023)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
103,137,0,2,1,0.34306510337999063,1.5,7372961,4.301290912893026e-28,9.918786505732881e-26,0.004336509219557208,-102959607,2206267,1120313212925871121163789978,226827580840755274247500376,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 1120313212925871121163789978)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
152,21,0,2,1,0.953252876406939,0.0,21686319,4.3002390414438165e-28,9.752802171059806e-26,0.004409234357489816,2995990524357476799315867316,19464759291142139246773041,-32130156590540789737139069,4512456247201610517581331671,2347088907057677,-27031480081901857740995723,"InexactError(:Int64, Int64, -32130156590540789737139069)","InexactError(:Int64, Int64, -27031480081901857740995723)"
100,145,1,2,1,0.34306510337999063,0.0,7569674,4.235558368735682e-28,2.8153950261938063e-25,0.0015044277372549832,-118179468,2532372,923598543479693995818152974,1,-26433540552187289655251849,2451052297812648611386065117,"InexactError(:Int64, Int64, 923598543479693995818152974)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
102,133,0,2,1,0.34306510337999063,4.0,7320842,4.198739926246489e-28,7.984825921283291e-26,0.0052583988275247,-105207406,2254429,1091260701283519646683281806,56201385152314909735107308,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 1091260701283519646683281806)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
65,168,12,2,1,0.8864946886886815,0.0,21542982,4.195091542099065e-28,7.726758142153814e-27,0.05429303551268779,2134679373030979655263363500,388886057255528691132540929,15192,-1,1,14,"InexactError(:Int64, Int64, 388886057255528691132540929)","ArgumentError(""Day: -1 out of range (1:31)"")"
85,110,1,2,1,0.34306510337999063,3.5,7437638,4.160517195916232e-28,1.1695820944373508e-21,3.5572682034925696e-7,-86006248,1843019,1339433086410538385797054988,-189638513,534465456618691086607706723,-937,"InexactError(:Int64, Int64, 1339433086410538385797054988)","InexactError(:Int64, Int64, 534465456618691086607706723)"
116,180,0,2,1,0.9532524375277881,0.0,21671532,4.148669125639446e-28,1.680267109588881e-25,0.002469053343937989,-329844402595399548473175245,-238752139472507806144335684,1251806497411742423425518385,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 1251806497411742423425518385)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
117,150,1,2,1,1.1963884622783958,0.0,28367407,4.138117374601903e-28,4.1612776464486436e-27,0.09944343363230027,-9539995636315110911438,-3807669443761568814934514596,-5,364258,-5250689199489388591310889205,-201658231991149483039370514,"InexactError(:Int64, Int64, -3807669443761568814934514596)","InexactError(:Int64, Int64, -201658231991149483039370514)"
119,110,0,2,1,1.1946308827205778,0.0,27675509,4.133301606152479e-28,7.594936896964983e-26,0.0054421803133139785,278082709156731116179213060,1086325462410066420045666449,57861698908589726,0,2405844662525759647175923300,129704663913498892,"InexactError(:Int64, Int64, 1086325462410066420045666449)","InexactError(:Int64, Int64, 2405844662525759647175923300)"
98,172,0,2,1,0.34306510337999063,0.0,7503006,4.104388932847353e-28,3.621088983716536e-27,0.11334681227951428,-103413576,-610869244265849675786495775,1114445723070154454851211958,1,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 1114445723070154454851211958)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
103,137,1,2,1,0.34306510337999063,0.0,7450466,4.087639398930519e-28,1.4268703617607783e-25,0.0028647587815099854,-120381006,2579543,895143968355104875874691608,-210457768253829583971429524,221,2451052297812648611386065117,"InexactError(:Int64, Int64, 895143968355104875874691608)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
59,126,5,2,1,0.2454583071522273,1.0,2016682,4.052567722114766e-28,7.691525748589921e-25,0.0005268873633892104,2215206101445470525698192900,0,0,4263192187581177187,83816354,97,"InexactError(:Int64, Int64, 2215206101445470525698192900)","ArgumentError(""Month: 83816354 out of range (1:12)"")"
87,111,1,2,1,0.3725250179351853,3.0,12436071,4.0486385670252685e-28,6.051527062833554e-21,6.690275900591515e-8,5756282489,148161268,1887806528088876986841816888,16334704000,27,241162463349605392974754025,"InexactError(:Int64, Int64, 1887806528088876986841816888)","InexactError(:Int64, Int64, 241162463349605392974754025)"
139,118,0,2,1,1.0360699051562428,0.0,24612909,4.0458549823455525e-28,3.4287463913086233e-26,0.011799808211541134,8329301595972675682913180391,278507498601946647770045640,3,10001912685573310148194337387,462688324065495287678125655,-54336879253024937919348951,"InexactError(:Int64, Int64, 278507498601946647770045640)","InexactError(:Int64, Int64, -54336879253024937919348951)"
43,119,7,2,1,0.2454421364436469,1.0,2010141,4.039507103114373e-28,8.908998646705307e-28,0.45341875819099475,6,107,-2216480412966739609542326790,19,6968500,0,"InexactError(:Int64, Int64, -2216480412966739609542326790)","ArgumentError(""Month: 6968500 out of range (1:12)"")"
64,162,12,2,1,0.34309417901600914,0.0,9868661,4.0360522120992523e-28,8.922036653223992e-27,0.04523689342433735,16936,69198762640937108012745082,2201284740854302806991098299,128,1,8,"InexactError(:Int64, Int64, 2201284740854302806991098299)","ArgumentError(""Day: 128 out of range (1:31)"")"
113,191,0,2,1,1.1933556752652077,0.0,26244374,4.0246116098244915e-28,1.2635360370533038e-26,0.03185197328609875,8427332973160611286244802875,286073159111471342684379544,3,10001912685573310148194337387,462688324065495287678125655,3,"InexactError(:Int64, Int64, 286073159111471342684379544)","InexactError(:Int64, Int64, 462688324065495287678125655)"
101,149,1,2,1,0.34306510337999063,2.0,7707264,3.979524417180376e-28,7.76941810160682e-26,0.0051220366379270505,-131547061,2818791,750824210255793703985893254,1,-197498465179204725663483270,2451052297812648611386065117,"InexactError(:Int64, Int64, 750824210255793703985893254)","InexactError(:Int64, Int64, 2451052297812648611386065117)"
