bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
25,0,1,0,0,74.18516911772006,-6.0,24731282,1.0,1.0,1.0,-100000000000,-99999999999,-100000000000B,-99999999999B
22,0,1,0,1,38.38965344095577,-6.0,14742891,0.8181818181818181,0.8181818181818181,1.0,99950000001,99950000000,100.0 GB,99.9 GB
42,0,1,0,1,51.09138060995826,-6.0,17436799,0.8181818181818181,0.8181818181818181,1.0,999949999999999999999,999950000000000000000,999.9 EB,1000.0 EB
20,0,1,0,1,32.52702717732795,-6.0,12630801,0.7777777777777778,0.7777777777777778,1.0,9950000000,9950000001,9.9 GB,10.0 GB
14,0,1,0,1,36.57147162277395,-6.0,14655193,0.7777777777777778,0.7777777777777778,1.0,9950001,9950000,10.0 MB,9.9 MB
32,0,1,0,1,58.72813406176229,-6.5,19450674,0.7777777777777778,0.7777777777777778,1.0,9950000000000999,9950000000001000,9.9 PB,10.0 PB
38,0,1,0,1,59.50591183954007,-6.0,19460481,0.7777777777777778,0.7777777777777778,1.0,9950000000000000999,9950000000000001000,9.9 EB,10.0 EB
26,0,1,0,1,60.28368961731785,-6.0,19503396,0.7777777777777778,0.7777777777777778,1.0,9950000000000,9950000000001,9.9 TB,10.0 TB
46,0,0,0,1,21.949249356072894,-6.0,10793430,0.7142857142857143,0.7142857142857143,1.0,-9999999999999999999990,-9999999999999999999989,-9999999999999999999990B,-9999999999999999999989B
8,0,0,0,1,4.784466410771906,-6.0,3858433,0.6666666666666667,1.0,0.6666666666666667,-165,-164,-165B,-164B
28,0,0,0,1,18.5682097987539,-6.0,10473762,0.6666666666666667,0.8,0.8333333333333334,-9999999999998,-9999999999997,-9999999999998B,-9999999999997B
58,0,0,0,1,20.23487646542057,-6.0,10628321,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999999999999997,-9999999999999999999999999996,-9999999999999999999999999997B,-9999999999999999999999999996B
10,0,0,0,1,22.6159160661481,-6.0,12218798,0.6666666666666667,1.0,0.6666666666666667,-9998,-9997,-9998B,-9997B
54,0,0,0,1,24.282582732883505,-6.0,12573857,0.6666666666666667,0.75,0.888888888888889,-99999999999999999999999997,-99999999999999999999999996,-99999999999999999999999997B,-99999999999999999999999996B
30,0,0,0,1,29.149249399550172,-6.0,12612340,0.6666666666666667,0.7142857142857143,0.9333333333333335,-99999999999998,-99999999999997,-99999999999998B,-99999999999997B
78,0,0,0,1,35.79369384499617,-6.0,14620881,0.6666666666666667,0.6666666666666667,1.0,-99999999999999999999999999999999999996,-99999999999999999999999999999999999995,-99999999999999999999999999999999999996B,-99999999999999999999999999999999999995B
76,0,0,0,1,44.62774867905105,-6.0,15062131,0.6666666666666667,0.75,0.888888888888889,-9999999999999999999999999999999999997,-9999999999999999999999999999999999998,-9999999999999999999999999999999999997B,-9999999999999999999999999999999999998B
40,0,0,0,1,51.95035496893262,-6.0,17577794,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999999998,-9999999999999999997,-9999999999999999998B,-9999999999999999997B
20,0,0,0,1,53.617022079070665,-6.0,18516447,0.6666666666666667,0.7777777777777778,0.8571428571428572,-999999998,-999999997,-999999998B,-999999997B
34,0,0,0,1,55.28368961731785,-6.0,18978916,0.6666666666666667,0.7142857142857143,0.9333333333333335,-9999999999999998,-9999999999999997,-9999999999999998B,-9999999999999997B
36,0,0,0,1,56.95035628398451,-6.0,19388850,0.6666666666666667,0.7142857142857143,0.9333333333333335,-99999999999999998,-99999999999999997,-99999999999999998B,-99999999999999997B
44,0,0,0,1,60.95035628398451,-6.0,19525260,0.6666666666666667,0.7142857142857143,0.9333333333333335,-999999999999999999993,-999999999999999999992,-999999999999999999993B,-999999999999999999992B
