bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,i1_1,i1_2,i2_1,i2_2,output1,output2,fitness_max,fitness_ratio_max
21,24,9,0,1,5.3670878683183325e-9,1.0,5.0,1.48807578e8,-1.12123758e8,in,out,9.878863846735898e-9,0.5432899928154882
20,13,9,0,1,5.323782700198261e-9,-59.0,1.0,1.87833021e8,1.111193e6,in,out,9.9961080071187e-8,0.05325855519375085
21,19,9,0,1,5.165528465333522e-9,5.6858329e7,-1.85053036e8,65.0,1.0,out,in,9.997622874752785e-9,0.5166756668105719
17,18,6,1,1,5.1363616482885765e-9,0.0,0.0,76119.0,-1.91084949e8,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.812314229406366e-9,0.5234607787931921
13,20,6,1,1,4.7975260696887734e-9,0.0,0.0,-2.0458075e8,0.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.814656209970438e-9,0.48881244203083746
22,16,9,0,1,4.744147793868453e-9,62.0,-1.0,2.10420185e8,-1.2414317e7,in,out,6.671492232285956e-8,0.0711107444734728
15,18,6,1,1,4.6864400709439635e-9,0.0,0.0,-2.09430072e8,-14.0,"DomainError(""The point should not be at the origin (0, 0)"", """")",out,9.81370880979376e-9,0.47754015956404267
20,21,9,0,1,3.4245093854962594e-9,6.0,0.0,1.66515158e8,2.39883475e8,in,out,6.9789849558016e-8,0.049068874731553615
16,18,9,0,1,2.8759757570466434e-9,-3.47708075e8,2127.0,2.0,1.0,out,in,9.99991590044952e-9,0.28759999440768913
19,20,9,0,1,2.708234552972113e-9,-893720.0,-3.69243154e8,0.0,1.0,out,in,9.998764456282792e-9,0.2708569208538936
13,14,6,1,1,2.341101944253467e-9,4.19239104e8,-5.0,0.0,0.0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")",9.814419293676012e-8,0.023853698055899975
18,19,9,0,1,2.211851880000901e-9,4.0,7.0,255502.0,-4.52109761e8,in,out,9.99971136222922e-9,0.22119157242432808
