bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i2_1,output1,output2
54,200,7,1,1,5.852842870166992,-137.5,50586571,9.902115062818906e-37,9.999683024715852e-37,0.9902428945341777,1009885255479270198511520469513929579,-3307057847785892,"BoundsError(""kMGTPE"", 12)",-3307057847785892B
43,480,17,1,1,5.186164099949886,-137.5,45265024,9.902108326003315e-37,9.999864202147812e-37,0.9902242796333673,1009885942546156280076723074956218108,592019,"BoundsError(""kMGTPE"", 12)",592.0 kB
58,128,3,1,1,82.89709680458878,-137.5,444642518,9.901433028876308e-37,9.999920311069022e-37,0.9901511932966408,1009954818745552724269699240150268746,-19154641320798265226,"BoundsError(""kMGTPE"", 12)",-19154641320798265226B
47,364,14,1,1,82.89709681456169,-137.5,461615345,9.899841067225055e-37,9.999919499284369e-37,0.9899920762295661,1010117226336747504366712951057915277,-380249457,"BoundsError(""kMGTPE"", 12)",-380249457B
72,2,11,1,1,82.8861077933998,-137.5,441815489,9.887585957969064e-37,9.986758689636359e-37,0.9900695776528364,-8032958564732557059416444154149680,1003336251524443438300057586039065607,-8032958564732557059416444154149680B,"BoundsError(""kMGTPE"", 12)"
51,312,33,0,1,78.77509340469224,-137.5,136287895,9.887110997111287e-37,9.996946620242245e-37,0.9890130829638965,-1011417794634013463850092639357510508,2035298040329,-1011417794634013463850092639357510508B,2.0 TB
65,60,15,1,1,77.44075297589391,-137.5,129440314,9.881871586584108e-37,9.999926007615867e-37,0.9881944705448971,-1011954051837707895152594690246089984,831451037046743121103480993,-1011954051837707895152594690246089984B,"BoundsError(""kMGTPE"", 8)"
42,512,17,1,1,15.616680201693141,-137.5,68426734,9.879097784583569e-37,9.991004407352663e-37,0.9887992619954468,1012238183896215679978696355223910929,99957,"BoundsError(""kMGTPE"", 12)",100.0 kB
49,312,17,1,1,4.102073021131943,-137.5,8507766,9.870090466618157e-37,9.999048128606918e-37,0.9871030061731758,1013161939479806499654286433815721917,470678221899,"BoundsError(""kMGTPE"", 12)",470.7 GB
43,480,18,1,1,5.185987625894922,-137.5,34634848,9.867863755889279e-37,9.999276702303157e-37,0.9868577547830425,1013390562271581948208520877624890177,-96119,"BoundsError(""kMGTPE"", 12)",-96119B
68,18,7,1,1,78.77509340469224,-137.5,136068350,9.854294819011537e-37,9.999431161874568e-37,0.9854855400758794,1014785820427517002810633318291175443,-136727667663118873806164671543,"BoundsError(""kMGTPE"", 12)",-136727667663118873806164671543B
41,544,20,1,1,5.185977556744099,-137.5,33009838,9.84350105499885e-37,9.999962857180562e-37,0.9843537616672883,1015898707596691373815433452509511833,-781,"BoundsError(""kMGTPE"", 12)",-781B
