bd_in_length_total,bd_in_length_var,bd_out_length_diff,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i1_3,i2_1,i2_2,i2_3,output1,output2
10,0,0,2,1,0.1504482513162867,0.2109549060500556,0.7131773047297045,-1.0,1.0,-1,-2,2,-1,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Day: -2 out of range (1:28)"")"
12,0,0,2,1,0.1504482513162867,0.39622641509433965,0.3797027295125331,32.0,2.0,243,33,1,243,"ArgumentError(""Day: 32 out of range (1:28)"")","ArgumentError(""Day: 33 out of range (1:31)"")"
11,0,2,2,1,0.15000000000000002,0.2801743849984434,0.5353808486126718,-1.0,-1.0,-1,-1,1,-1,"ArgumentError(""Month: -1 out of range (1:12)"")","ArgumentError(""Day: -1 out of range (1:31)"")"
12,2,0,2,1,0.14430750636460155,0.18384776310850237,0.7849293563579278,-116.0,1.0,1,-117,2,1,"ArgumentError(""Day: -116 out of range (1:31)"")","ArgumentError(""Day: -117 out of range (1:28)"")"
15,1,1,2,1,0.13834697892780276,0.28808054048340825,0.4802371541501976,-1.0,12.0,-169,0,11,-169,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Day: 0 out of range (1:30)"")"
14,1,1,2,1,0.13834697892780276,0.40740740740740744,0.33957894827733404,-1.0,10.0,-178,0,9,-178,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Day: 0 out of range (1:30)"")"
13,0,1,2,1,0.13834697892780276,0.28808054048340825,0.4802371541501976,0.0,10.0,-47,-1,11,-47,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Day: -1 out of range (1:30)"")"
13,2,1,2,1,0.13834697892780276,0.28808054048340825,0.4802371541501976,0.0,9.0,-178,-1,8,-178,"ArgumentError(""Day: 0 out of range (1:30)"")","ArgumentError(""Day: -1 out of range (1:31)"")"
6,0,0,2,1,0.13636363636363635,0.13636363636363635,1.0,0.0,1.0,0,0,2,0,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Day: 0 out of range (1:29)"")"
10,0,2,2,1,0.1341640786499874,0.39622641509433965,0.33860457944996813,-1.0,1.0,-1,-1,-1,0,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Month: -1 out of range (1:12)"")"
9,0,0,2,1,0.12297509238026913,0.2583659392797001,0.4759725400457665,-2.0,2.0,0,-1,2,-1,"ArgumentError(""Day: -2 out of range (1:29)"")","ArgumentError(""Day: -1 out of range (1:28)"")"
16,1,0,2,1,0.12297509238026913,0.4181818181818182,0.29407087308325225,-1.0,11.0,-169,-2,12,-169,"ArgumentError(""Day: -1 out of range (1:30)"")","ArgumentError(""Day: -2 out of range (1:31)"")"
15,1,0,2,1,0.12297509238026913,0.29569919940528355,0.41587901701323243,-2.0,10.0,-178,-1,9,-178,"ArgumentError(""Day: -2 out of range (1:31)"")","ArgumentError(""Day: -1 out of range (1:30)"")"
13,0,0,2,1,0.12297509238026913,0.2801743849984434,0.43892339544513453,-1.0,10.0,-48,-2,9,-48,"ArgumentError(""Day: -1 out of range (1:31)"")","ArgumentError(""Day: -2 out of range (1:30)"")"
14,0,0,2,1,0.12297509238026913,0.1504482513162867,0.8173913043478261,-1.0,11.0,-47,-2,10,-47,"ArgumentError(""Day: -1 out of range (1:30)"")","ArgumentError(""Day: -2 out of range (1:31)"")"
15,0,1,2,1,0.10869565217391308,0.28808054048340825,0.3773099425303713,-10.0,-9.0,-5,-10,-10,-5,"ArgumentError(""Month: -9 out of range (1:12)"")","ArgumentError(""Month: -10 out of range (1:12)"")"
7,0,0,2,1,0.09642365197998375,0.09642365197998375,1.0,0.0,1.0,-1,0,2,0,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Day: 0 out of range (1:29)"")"
14,1,2,2,1,0.09339146166614778,0.22876142741475738,0.408248290463863,0.0,13.0,-169,-1,9,-170,"ArgumentError(""Month: 13 out of range (1:12)"")","ArgumentError(""Day: -1 out of range (1:30)"")"
14,1,0,2,1,0.09302325581395354,0.4181818181818182,0.2224469160768454,0.0,12.0,-169,0,11,-169,"ArgumentError(""Day: 0 out of range (1:31)"")","ArgumentError(""Day: 0 out of range (1:30)"")"
11,0,0,2,1,0.09302325581395354,0.2801743849984434,0.3320191309225873,0.0,9.0,-47,0,10,-47,"ArgumentError(""Day: 0 out of range (1:30)"")","ArgumentError(""Day: 0 out of range (1:31)"")"
13,2,3,2,1,0.09065471553673686,0.1923076923076923,0.47140452079103173,0.0,9.0,-169,1,13,-168,"ArgumentError(""Day: 0 out of range (1:30)"")","ArgumentError(""Month: 13 out of range (1:12)"")"
16,0,0,2,1,0.08695652173913049,0.14731391274719743,0.5902804434252921,-3.0,-35.0,145,-3,-34,145,"ArgumentError(""Month: -35 out of range (1:12)"")","ArgumentError(""Month: -34 out of range (1:12)"")"
18,0,0,2,1,0.08695652173913049,0.4181818181818182,0.20793950850661638,-58.0,-65.0,198,-58,-64,198,"ArgumentError(""Month: -65 out of range (1:12)"")","ArgumentError(""Month: -64 out of range (1:12)"")"
14,0,1,2,1,0.07685943273766824,0.40740740740740744,0.18865497126518566,-10.0,-10.0,-5,-9,-9,-5,"ArgumentError(""Month: -10 out of range (1:12)"")","ArgumentError(""Month: -9 out of range (1:12)"")"
9,0,37,1,1,0.06984302957695782,0.09053574604251853,0.7714414762115868,-1.0,-11.0,0,2,3,0,"ArgumentError(""Month: -11 out of range (1:12)"")",0000-03-02
17,1,0,2,1,0.06148754619013461,0.17924528301886794,0.34303578400811935,-1.0,-123.0,142,0,-122,142,"ArgumentError(""Month: -123 out of range (1:12)"")","ArgumentError(""Month: -122 out of range (1:12)"")"
10,1,37,1,1,0.0404888165089458,0.062257280636469035,0.6503466919052723,-11.0,-18.0,0,2,3,0,"ArgumentError(""Month: -18 out of range (1:12)"")",0000-03-02
11,0,37,1,1,0.040356715613563084,0.0827605888602368,0.48763205010196464,2.0,-11.0,107,4,2,86,"ArgumentError(""Month: -11 out of range (1:12)"")",0086-02-04
14,0,37,1,1,0.0386797200286228,0.07658521015691258,0.5050546959311513,13.0,6.0,223,-3,-13,223,0223-06-13,"ArgumentError(""Month: -13 out of range (1:12)"")"
13,0,37,1,1,0.03522349768381734,0.0873053390247253,0.40345181723470397,28.0,9.0,94,15,-12,108,0094-09-28,"ArgumentError(""Month: -12 out of range (1:12)"")"
8,0,1,0,1,0.029310519088027457,0.49497474683058323,0.05921619087783416,1.0,2.0,-5,2,3,12,0005-02-01,0012-03-02
15,0,37,1,1,0.02074349534112556,0.03963000409090408,0.5234290486961274,-12.0,-19.0,215,20,1,245,"ArgumentError(""Month: -19 out of range (1:12)"")",0245-01-20
14,0,3,2,1,0.018147368278004127,0.03416443246887492,0.5311772204773798,15.0,-11.0,251,33,1,245,"ArgumentError(""Month: -11 out of range (1:12)"")","ArgumentError(""Day: 33 out of range (1:31)"")"
12,1,1,2,1,0.01629940425625208,0.22205779584216373,0.07340163039282584,-110.0,-2.0,2,-88,4,6,"ArgumentError(""Month: -2 out of range (1:12)"")","ArgumentError(""Day: -88 out of range (1:30)"")"
12,0,37,1,1,0.013436443102610305,0.0873704056661038,0.15378712048058057,4.0,2.0,86,-3,-37,149,0086-02-04,"ArgumentError(""Month: -37 out of range (1:12)"")"
11,1,0,2,1,0.012916611980580167,0.2801743849984434,0.04610204455575741,-88.0,4.0,6,-118,0,1,"ArgumentError(""Day: -88 out of range (1:30)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
13,0,3,2,1,0.011834246710263658,0.27196414661021057,0.04351399571512253,15.0,-12.0,108,36,2,86,"ArgumentError(""Month: -12 out of range (1:12)"")","ArgumentError(""Day: 36 out of range (1:28)"")"
17,0,0,2,1,0.009908304583485097,0.29569919940528355,0.0335080534658629,-12.0,-28.0,135,-5,-34,144,"ArgumentError(""Month: -28 out of range (1:12)"")","ArgumentError(""Month: -34 out of range (1:12)"")"
15,0,0,2,1,0.008830397411056269,0.14731391274719743,0.05994272534332819,12.0,-14.0,111,0,-21,115,"ArgumentError(""Month: -14 out of range (1:12)"")","ArgumentError(""Month: -21 out of range (1:12)"")"
10,0,34,1,1,0.008338836464925005,1.0,0.008338836464925005,6.0,2.0,61,62,5,-45,0061-02-06,"ArgumentError(""Day: 62 out of range (1:31)"")"
11,1,35,1,1,0.007926976326257565,0.010608325710812034,0.7472410390056529,4.0,12.0,17,-118,0,1,0017-12-04,"ArgumentError(""Month: 0 out of range (1:12)"")"
12,0,3,2,1,0.007208774909454891,0.3846153846153846,0.018742814764582717,0.0,-21.0,123,36,2,86,"ArgumentError(""Month: -21 out of range (1:12)"")","ArgumentError(""Day: 36 out of range (1:28)"")"
15,0,3,2,1,0.006290927902139351,0.03031016335481128,0.20755176501352512,-14.0,-30.0,213,33,1,245,"ArgumentError(""Month: -30 out of range (1:12)"")","ArgumentError(""Day: 33 out of range (1:31)"")"
10,0,1,0,1,0.006126725795351403,0.5329387100211931,0.011496117058390758,1.0,1.0,92,18,5,-45,0092-01-01,0045-05-18
12,1,0,2,1,0.005353433486525588,0.22876142741475738,0.023401818860045453,-45.0,7.0,11,-118,0,1,"ArgumentError(""Day: -45 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
16,1,38,1,1,0.005224333599499472,0.007747283842635368,0.6743438998257133,-94.0,-102.0,137,20,1,245,"ArgumentError(""Month: -102 out of range (1:12)"")",0245-01-20
12,0,34,1,1,0.005123020735063669,1.0,0.005123020735063669,18.0,5.0,-45,-3,0,149,0045-05-18,"ArgumentError(""Month: 0 out of range (1:12)"")"
11,1,36,1,1,0.004904200333691807,0.00966864646481065,0.5072271854742856,10.0,2.0,3,1,78,-186,0003-02-10,"ArgumentError(""Month: 78 out of range (1:12)"")"
14,1,38,1,1,0.004804916599744289,0.008691293372969675,0.5528425279818309,12.0,-142.0,94,20,1,245,"ArgumentError(""Month: -142 out of range (1:12)"")",0245-01-20
11,1,37,1,1,0.0042033877825498585,0.00962161363758323,0.4368693174428558,-189.0,149.0,8,1,6,1,"ArgumentError(""Month: 149 out of range (1:12)"")",0001-06-01
12,1,37,1,1,0.004052237762106073,0.08944271909999159,0.045305395485304004,-116.0,223.0,12,1,6,1,"ArgumentError(""Month: 223 out of range (1:12)"")",0001-06-01
15,0,36,1,1,0.0037818604688805496,0.03709609922892685,0.10194765885065148,278.0,-28.0,-16,16,7,-23,"ArgumentError(""Month: -28 out of range (1:12)"")",0023-07-16
16,0,1,2,1,0.0033736052396211654,0.40740740740740744,0.00828066740634286,10.0,13.0,236,-12,-19,215,"ArgumentError(""Month: 13 out of range (1:12)"")","ArgumentError(""Month: -19 out of range (1:12)"")"
13,1,36,1,1,0.003049560098376349,0.07332355751067665,0.041590454717534704,4.0,-52.0,15,3,10,-307,"ArgumentError(""Month: -52 out of range (1:12)"")",0307-10-03
10,1,38,1,1,0.0026173526752781315,0.009692307118798413,0.2700443396187608,6.0,-375.0,2,13,7,3,"ArgumentError(""Month: -375 out of range (1:12)"")",0003-07-13
16,1,1,2,1,0.0025537677794869843,0.40740740740740744,0.006268339095104415,8.0,-89.0,167,-3,-135,135,"ArgumentError(""Month: -89 out of range (1:12)"")","ArgumentError(""Month: -135 out of range (1:12)"")"
9,0,4,2,1,0.0021184640934992097,0.03308036874630485,0.06403991774535,57.0,179.0,0,0,1,7,"ArgumentError(""Month: 179 out of range (1:12)"")","ArgumentError(""Day: 0 out of range (1:31)"")"
15,1,4,2,1,0.002084638548104185,0.02280026809550407,0.09143044017606311,-4.0,-135.0,102,32,1,245,"ArgumentError(""Month: -135 out of range (1:12)"")","ArgumentError(""Day: 32 out of range (1:31)"")"
10,1,1,2,1,0.0020772578428914735,0.00411501641440726,0.5047994062960958,-196.0,1.0,3,0,0,10,"ArgumentError(""Day: -196 out of range (1:31)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
16,0,2,2,1,0.0019362328674353453,0.032064370998110193,0.06038580540218496,154.0,-11.0,-19,-46,7,-23,"ArgumentError(""Month: -11 out of range (1:12)"")","ArgumentError(""Day: -46 out of range (1:31)"")"
13,1,3,2,1,0.0015507809101278113,0.27196414661021057,0.005702152027967311,4.0,-114.0,0,250,9,-27,"ArgumentError(""Month: -114 out of range (1:12)"")","ArgumentError(""Day: 250 out of range (1:30)"")"
13,1,1,2,1,0.001550102585308372,0.28808054048340825,0.005380795879885711,-47.0,-4.0,10,-118,0,1,"ArgumentError(""Month: -4 out of range (1:12)"")","ArgumentError(""Month: 0 out of range (1:12)"")"
19,0,1,2,1,0.0015051971720688988,0.15217391304347827,0.009891295702167048,-47.0,-59.0,210,-94,-102,137,"ArgumentError(""Month: -59 out of range (1:12)"")","ArgumentError(""Month: -102 out of range (1:12)"")"
11,0,3,2,1,0.0014713667637319056,0.27196414661021057,0.005410149764486143,0.0,9.0,209,164,-6,6,"ArgumentError(""Day: 0 out of range (1:30)"")","ArgumentError(""Month: -6 out of range (1:12)"")"
15,0,2,2,1,0.0013613750732937608,0.2801743849984434,0.004859027613467678,253.0,1.0,-7,-20,-83,-11,"ArgumentError(""Day: 253 out of range (1:31)"")","ArgumentError(""Month: -83 out of range (1:12)"")"
17,0,1,2,1,0.0012876895902463733,0.28808054048340825,0.004469894384693911,20.0,-44.0,198,-4,-135,135,"ArgumentError(""Month: -44 out of range (1:12)"")","ArgumentError(""Month: -135 out of range (1:12)"")"
12,1,1,0,1,0.0012226372820150874,0.006860055461969718,0.17822556811574716,5.0,1.0,394,3,10,-307,0394-01-05,0307-10-03
