bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
10,0,10,1,1,0.0070718830898272,0.0861244019138756,0.08211242032077137,12.0,83.0,-63.0,-28.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.007008129104657003,0.9473684210526316,0.0073974696104712806,69.0,-69.0,76.0,66.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,1,10,1,1,0.006968582102726572,0.09074143754726698,0.07679602936747235,0.0,361.0,-101.0,270.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
9,0,10,1,1,0.006935079560013086,0.9473684210526316,0.00732036175779159,76.0,99.0,-5.0,-11.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,0,10,1,1,0.006882902210949046,0.028460925858605195,0.241836904573784,140.0,-12.0,179.0,120.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
9,0,10,1,1,0.006853482179330664,0.9473684210526316,0.007234231189293478,91.0,-57.0,19.0,61.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,10,1,1,0.006819130453233649,0.07840476839390854,0.08697341492004769,30.0,110.0,-19.0,-20.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,0,10,1,1,0.006802760925805181,0.028460925858605195,0.23902106908262644,25.0,289.0,-112.0,314.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,0,14,0,1,0.006797922290400047,0.02293626354085561,0.29638316102756374,476.0,721.0,587.0,635.0,Severely obese,Underweight
9,0,17,0,1,0.0067728546147859635,0.14907119849998599,0.0454336899611537,40.0,86.0,186.0,64.0,Severely obese,Normal
9,0,10,1,1,0.006762605781299208,0.9473684210526316,0.007138306102482497,-95.0,-75.0,20.0,5.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,14,0,1,0.006752357121852357,0.025714140061926526,0.2625931532452913,191.0,138.0,131.0,10.0,Severely obese,Underweight
9,0,10,1,1,0.006749720525170388,0.9473684210526316,0.007124704998790965,8.0,77.0,-68.0,-41.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,10,1,1,0.006749720525170388,0.0861244019138756,0.07837175498670061,-25.0,25.0,93.0,101.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,10,1,1,0.006702090597555868,0.0861244019138756,0.07781871860495423,32.0,62.0,-77.0,-28.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,0,11,0,1,0.006688402132951043,1.0,0.006688402132951043,587.0,663.0,710.0,578.0,Normal,Underweight
9,0,10,1,1,0.006667972033959287,0.9473684210526316,0.007038414924734802,96.0,72.0,-35.0,17.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
10,0,10,1,1,0.006620908021900837,0.0861244019138756,0.07687609869873749,41.0,78.0,-66.0,-17.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,0,10,1,1,0.006620423003303869,0.07840476839390854,0.08443903526431723,-23.0,-106.0,11.0,33.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,0,10,1,1,0.006606403666384389,0.0861244019138756,0.07670768701524096,-23.0,42.0,119.0,62.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
11,0,17,0,1,0.0065471446844578745,0.052999894000318,0.12353127884404054,176.0,178.0,128.0,33.0,Severely obese,Normal
10,0,10,1,1,0.00651809288987793,0.0861244019138756,0.07568230077691596,39.0,87.0,-26.0,-43.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
12,0,20,0,1,0.006502617696161462,0.7857142857142857,0.008276058886023679,204.0,282.0,262.0,176.0,Severely obese,Obese
11,1,10,1,1,0.006452451417468289,0.09074143754726698,0.07110810222845791,-117.0,217.0,2.0,131.0,"DomainError(""Height or Weight cannot be negative."", """")",Severely obese
10,1,10,1,1,0.006416388582428808,0.6698906348083082,0.009578262852211514,3.0,117.0,-59.0,-17.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
11,0,10,1,1,0.006409776398014637,0.07840476839390854,0.08175237972532073,44.0,256.0,-62.0,153.0,Severely obese,"DomainError(""Height or Weight cannot be negative."", """")"
