bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
17,8,9,0,1,2.1524657050593103,0.0,1791473,9.956765004573484e-7,9.99945182871206e-7,0.995731083576401,39551,-1003516,20,48,out,in
15,11,9,0,1,2.1539953031543853,0.0,2061839,9.400039986456109e-7,9.998993706104492e-7,0.940098600193866,4,0,-1059302,97954,in,out
11,12,6,1,1,0.012124533078804253,0.0,201545,9.260761948917503e-7,9.814206333977947e-7,0.9436078307071706,0,0,2,-1059828,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
11,12,9,0,1,2.8495499090079326,0.0,2414722,9.254041008321663e-7,9.99998999999e-7,0.9254050262381179,-1080609,0,0,3,out,in
17,14,6,1,1,2.8564288918561322,0.0,2779423,8.803310072639884e-7,9.751962367208743e-7,0.9027219077712266,-1033134,-419091,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
12,11,9,0,1,2.1060090990170632,0.0,561578,7.946901979641884e-7,9.999570018469207e-7,0.7947243696442903,-6,-1258351,0,1,out,in
16,10,9,0,1,2.8509805301521207,0.0,2571033,7.57816943871117e-7,9.99871641193705e-7,0.7579142288368044,53,4,75749,-1317403,in,out
13,10,9,0,1,2.856435251454002,0.0,2899899,7.552225526440262e-7,9.999930000489996e-7,0.7552278392018947,3,1,-20,-1324112,in,out
14,11,6,1,1,2.002217790293198,0.0,308446,7.507967567514109e-7,9.813796407503531e-7,0.7650421157885028,0,0,3696,-1307248,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
14,11,9,0,1,2.1165538899476304,0.0,895420,6.874897959665023e-7,9.999580344053146e-7,0.687518648095427,-1454561,-356,6,0,out,in
15,8,9,0,1,2.153530873268419,0.0,1939830,6.787313425236519e-7,9.999889801216593e-7,0.678738822142897,-1,-32,-2,-1473369,in,out
17,14,9,0,1,2.1517035870082633,0.0,1381265,5.443432295944512e-7,9.897971312522616e-7,0.5499543415586228,-1713966,-661187,0,1,out,in
13,8,6,1,1,2.151959217929913,0.0,1678402,5.261352597567652e-7,9.81235248528154e-6,0.053619686058563876,5690,1865446,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
16,12,9,0,1,2.8504276734294582,0.0,2533842,4.674468210127006e-7,6.748618450040081e-6,0.06926555775425774,3,1,2113674,-330025,in,out
12,8,6,1,1,2.8563613350365236,0.0,2668799,4.065389745279159e-7,9.814390331493166e-6,0.04142274362406217,0,0,749,2414237,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
18,9,9,0,1,2.155212824549166,0.0,2112473,3.405347470077908e-7,6.59500081886528e-6,0.05163528502281253,-27,4,-2933147,142058,in,out
13,10,6,1,1,2.1517040776180343,0.0,1433525,3.3032865771247707e-7,9.81416702255888e-7,0.3365834889025043,0,0,-2971227,993,"DomainError(""The point should not be at the origin (0, 0)"", """")",out
19,10,9,0,1,2.106008285873529,0.0,535035,2.492397062512377e-7,9.937172301258845e-7,0.2508155224597081,3781829,-1340022,22,15,out,in
20,8,9,0,1,2.1164542660309364,0.0,811601,2.3260998823217774e-7,9.813971448364171e-7,0.23701922249931756,-23,-1,2667751,-3371164,in,out
15,9,9,0,1,2.151870204220818,0.0,1590978,2.2359559194647666e-7,9.999743128472785e-7,0.22360133562813367,-4472286,-857,74,1,out,in
