bd_in_length_total,bd_in_length_var,bd_oan,bd_validity_group,boundary_rank,cumulative_fitness,curiosity,elapsed_millis,fitness,fitness_max,fitness_ratio_max,i1_1,i1_2,i2_1,i2_2,output1,output2
20,8,9,0,1,2.913294218947677,-0.5,21273312,1.761993397647041e-7,9.813971448364171e-7,0.17953928304333275,-5557870,1148811,24,-44,out,in
16,12,6,1,1,77.75901423710046,0.0,31652521,1.7009977059009488e-7,6.529245192436695e-6,0.02605198083036213,-5731350,667024,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
19,10,9,0,1,77.75901440135668,0.0,31652521,1.6425621598177916e-7,9.937172301258845e-7,0.1652947246984649,-5536679,2531707,-1,-1,out,in
13,10,6,1,1,2.294149839689835,-1.5,3963697,1.5849406661867497e-7,9.81416702255888e-7,0.16149517962590196,-6192544,127,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
17,14,9,0,1,77.75901650740576,0.0,31652521,1.580049660723374e-7,9.897971312522616e-7,0.15963368763499475,-6142112,1526312,0,1,out,in
17,14,9,0,1,77.75901562530484,0.0,31652521,1.5055188984061737e-7,9.897971312522616e-7,0.15210378479289352,5196553,-4137032,1,1,out,in
18,16,9,0,1,77.75901615764108,0.0,31652521,1.3946360711893154e-7,6.88076614701143e-7,0.20268616043506393,-3118322,-6456755,1,0,out,in
17,14,9,0,1,77.75901583725641,0.0,31652521,1.3865264822580039e-7,9.897971312522616e-7,0.1400818853156113,-4067350,5955961,1,1,out,in
19,10,9,0,1,77.75901453627607,0.0,31652521,1.3491939184670632e-7,9.937172301258845e-7,0.13577241870870516,6263407,-3962953,-1,-1,out,in
14,11,6,1,1,0.9813900194265432,-0.5,323761,1.3486966124620935e-7,9.813796407503531e-7,0.13742863174040307,1654,-7277259,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
17,14,6,1,1,77.7590166276198,0.0,31652521,1.2021405215663005e-7,9.751962367208743e-7,0.12327165305810991,5128275,-6352875,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
18,7,9,0,1,2.5371175273650217,0.0,9834338,1.0558615578899053e-7,9.998152543085697e-7,0.1056056659807711,-9470526,85104,30,-27,out,in
20,16,9,0,1,1.1122480327365258,-0.5,875579,9.773528062447273e-8,9.922787324401841e-8,0.9849579299570884,0,-1,-10152278,-1272534,in,out
15,12,9,0,1,1.1136587155738416,-1.5,1003821,9.643637672232613e-8,9.999917000670845e-8,0.9643717714442699,664,-10369515,0,16,out,in
14,13,9,0,1,2.283694263425138,-1.0,2694080,9.601876437100666e-8,9.999762005549073e-8,0.960210496187048,-10414635,-1,-4,1,out,in
14,14,9,0,1,2.2836971638584527,-2.5,2740988,9.323757213091674e-8,9.999374039185097e-8,0.932434088029326,-14,0,-10725304,0,in,out
16,11,9,0,1,1.1122479350011547,-0.5,871297,9.241639389124901e-8,9.998913117807967e-8,0.924264395563717,24,-44,-10820567,-1,in,out
21,6,9,0,1,2.5521692471505624,1.0,14044948,9.228074741978401e-8,9.822708169752592e-7,0.0939463392630836,1292639,10759089,-47,-29,out,in
13,14,6,1,1,1.113671751656937,-0.5,1101743,8.625468007308178e-8,9.814419293676012e-8,0.8788566851699579,-11378878,15,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
13,14,9,0,1,1.1274016657431438,-2.5,1663068,8.155491292096506e-8,9.999903000907091e-8,0.8155570400389605,-7,0,-12261684,0,in,out
12,16,9,0,1,2.2690401708129744,-2.0,2236622,8.1161913960255e-8,9.999927000532847e-8,0.8116250644222731,-12321045,0,5,0,out,in
17,12,9,0,1,1.138514335247711,-2.5,1789611,7.412862289985336e-8,9.999596626602777e-8,0.7413161317191804,0,46,-13490065,-4577,in,out
16,14,9,0,1,0.9812174509660456,-2.0,184380,7.398056606622705e-8,9.997498573351975e-8,0.7399907639238876,1,0,-13517048,19713,in,out
20,16,9,0,1,77.75901569860376,0.0,31652521,7.329892446360103e-8,9.922787324401841e-8,0.7386928900848894,-10137146,-9130351,-1,1,out,in
18,17,9,0,1,2.5371126812674825,-1.0,9541850,6.879519970107446e-8,9.990106683002268e-8,0.6886332837478754,-348401,-14531722,1,0,out,in
18,11,9,0,1,1.1273057893457175,-4.5,1586016,6.855302925359337e-8,9.999520874010607e-8,0.6855631396476912,0,-13,-14587247,-3567,in,out
19,18,6,1,1,2.7289964412935555,-0.5,18040738,6.830746715825726e-8,9.711944825416474e-8,0.7033345883462435,-13566007,-4734936,0,0,out,"DomainError(""The point should not be at the origin (0, 0)"", """")"
